"caseID","eventType","timeStamp","Label","Value","source","lifecycle:transition","Column","Row","Sheet","FileName","Url","Found"
"710","clickButton","2019-03-05T21:08:24.488Z","add",,"Web","complete",,,,,,
"710","clickButton","2019-03-05T21:08:24.515Z","OK",,"Web","complete",,,,,,
"711","insertValue","2019-03-05T21:08:34.515Z","value1","value1067","Web","complete",,,,,,
"711","insertValue","2019-03-05T21:08:46.406Z","code","21","Web","complete",,,,,,
"711","clickButton","2019-03-05T21:08:57.101Z","B6",,"Web","complete",,,,,,
"711","clickButton","2019-03-05T21:08:58.906Z","open",,"Web","complete",,,,,,
"711","copy","2019-03-05T21:09:01.139Z","code","21","Web","complete",,,,,,
"711","paste","2019-03-05T21:09:01.306Z","name","21","Excel","complete","B","545",,,,
"711","goToUrl","2019-03-05T21:09:03.346Z",,,"Web","complete",,,,,"www.webpage.com",
"711","clickButton","2019-03-05T21:09:07.753Z","OK",,"Web","complete",,,,,,
"712","insertValue","2019-03-05T21:09:17.753Z","value1","value1136","Web","complete",,,,,,
"712","insertValue","2019-03-05T21:09:27.539Z","code","29","Web","complete",,,,,,
"712","clickButton","2019-03-05T21:09:34.449Z","B6",,"Web","complete",,,,,,
"712","goToUrl","2019-03-05T21:09:37.221Z",,,"Web","complete",,,,,"www.webpage2.com",
"712","clickButton","2019-03-05T21:09:47.376Z","open",,"Web","complete",,,,,,
"712","copy","2019-03-05T21:09:50.963Z","code","29","Web","complete",,,,,,
"712","paste","2019-03-05T21:09:54.557Z","name","29","Excel","complete","B","1554",,,,
"712","clickButton","2019-03-05T21:09:57.727Z","add",,"Web","complete",,,,,,
"712","clickButton","2019-03-05T21:10:00.662Z","OK",,"Web","complete",,,,,,
"713","insertValue","2019-03-05T21:10:10.662Z","value1","value1971","Web","complete",,,,,,
"713","insertValue","2019-03-05T21:10:10.662Z","code","21","Web","complete",,,,,,
"713","clickButton","2019-03-05T21:10:15.365Z","B6",,"Web","complete",,,,,,
"713","clickButton","2019-03-05T21:10:17.591Z","open",,"Web","complete",,,,,,
"713","copy","2019-03-05T21:10:20.795Z","code","21","Web","complete",,,,,,
"713","paste","2019-03-05T21:10:22.475Z","name","21","Excel","complete","B","557",,,,
"713","clickButton","2019-03-05T21:10:25.745Z","cancel",,"Web","complete",,,,,,
"713","clickButton","2019-03-05T21:10:27.961Z","OK",,"Web","complete",,,,,,
"714","insertValue","2019-03-05T21:10:37.961Z","value1","value266","Web","complete",,,,,,
"714","insertValue","2019-03-05T21:10:50.129Z","code","35","Web","complete",,,,,,
"714","clickButton","2019-03-05T21:10:59.839Z","B7",,"Web","complete",,,,,,
"714","clickButton","2019-03-05T21:11:02.800Z","open",,"Web","complete",,,,,,
"714","openFile","2019-03-05T21:11:05.213Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"714","copy","2019-03-05T21:11:07.364Z","code","35","Web","complete",,,,,,
"714","paste","2019-03-05T21:11:10.747Z","name","35","Excel","complete","B","1794",,,,
"714","clickButton","2019-03-05T21:11:13.296Z","add",,"Web","complete",,,,,,
"714","clickButton","2019-03-05T21:11:15.886Z","OK",,"Web","complete",,,,,,
"715","insertValue","2019-03-05T21:11:25.886Z","value1","value1289","Web","complete",,,,,,
"715","insertValue","2019-03-05T21:11:31.793Z","code","25","Web","complete",,,,,,
"715","clickButton","2019-03-05T21:11:37.035Z","B7",,"Web","complete",,,,,,
"715","goToUrl","2019-03-05T21:11:39.205Z",,,"Web","complete",,,,,"www.webpage2.com",
"715","clickButton","2019-03-05T21:11:43.761Z","open",,"Web","complete",,,,,,
"715","copy","2019-03-05T21:11:46.833Z","code","25","Web","complete",,,,,,
"715","paste","2019-03-05T21:11:50.408Z","name","25","Excel","complete","B","1495",,,,
"715","goToUrl","2019-03-05T21:11:53.121Z",,,"Web","complete",,,,,"www.webpage.com",
"715","clickButton","2019-03-05T21:12:00.773Z","OK",,"Web","complete",,,,,,
"716","insertValue","2019-03-05T21:12:10.773Z","value1","value1559","Web","complete",,,,,,
"716","insertValue","2019-03-05T21:12:19.425Z","code","31","Web","complete",,,,,,
"716","clickButton","2019-03-05T21:12:28.284Z","B7",,"Web","complete",,,,,,
"716","clickButton","2019-03-05T21:12:29.801Z","open",,"Web","complete",,,,,,
"716","openFile","2019-03-05T21:12:31.308Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"716","copy","2019-03-05T21:12:34.365Z","code","31","Web","complete",,,,,,
"716","paste","2019-03-05T21:12:36.393Z","name","31","Excel","complete","B","943",,,,
"716","clickButton","2019-03-05T21:12:40.153Z","add",,"Web","complete",,,,,,
"716","clickButton","2019-03-05T21:12:43.734Z","OK",,"Web","complete",,,,,,
"717","insertValue","2019-03-05T21:12:53.734Z","value1","value163","Web","complete",,,,,,
"717","insertValue","2019-03-05T21:13:12.321Z","code","24","Web","complete",,,,,,
"717","clickButton","2019-03-05T21:13:19.720Z","B7",,"Web","complete",,,,,,
"717","goToUrl","2019-03-05T21:13:23.006Z",,,"Web","complete",,,,,"www.webpage2.com",
"717","clickButton","2019-03-05T21:13:32.335Z","open",,"Web","complete",,,,,,
"717","openFile","2019-03-05T21:13:35.064Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"717","findValue","2019-03-05T21:13:36.573Z",,"name937","Excel","complete",,,,,,"true"
"717","goToUrl","2019-03-05T21:13:41.355Z",,,"Web","complete",,,,,"www.webpage.com",
"717","clickButton","2019-03-05T21:13:55.461Z","OK",,"Web","complete",,,,,,
"718","insertValue","2019-03-05T21:14:05.461Z","value1","value289","Web","complete",,,,,,
"718","insertValue","2019-03-05T21:14:17.826Z","code","28","Web","complete",,,,,,
"718","clickButton","2019-03-05T21:14:31.441Z","B7",,"Web","complete",,,,,,
"718","clickButton","2019-03-05T21:14:33.099Z","open",,"Web","complete",,,,,,
"718","copy","2019-03-05T21:14:35.980Z","code","28","Web","complete",,,,,,
"718","paste","2019-03-05T21:14:39.228Z","name","28","Excel","complete","B","1739",,,,
"718","clickButton","2019-03-05T21:14:41.253Z","add",,"Web","complete",,,,,,
"718","clickButton","2019-03-05T21:14:42.759Z","OK",,"Web","complete",,,,,,
"719","insertValue","2019-03-05T21:14:52.759Z","value1","value715","Web","complete",,,,,,
"719","insertValue","2019-03-05T21:14:55.765Z","code","34","Web","complete",,,,,,
"719","clickButton","2019-03-05T21:15:08.670Z","B6",,"Web","complete",,,,,,
"719","goToUrl","2019-03-05T21:15:13.518Z",,,"Web","complete",,,,,"www.webpage2.com",
"719","clickButton","2019-03-05T21:15:25.021Z","open",,"Web","complete",,,,,,
"719","copy","2019-03-05T21:15:29.021Z","code","34","Web","complete",,,,,,
"719","paste","2019-03-05T21:15:31.943Z","name","34","Excel","complete","B","1431",,,,
"719","clickButton","2019-03-05T21:15:35.234Z","cancel",,"Web","complete",,,,,,
"719","clickButton","2019-03-05T21:15:38.157Z","OK",,"Web","complete",,,,,,
"720","insertValue","2019-03-05T21:15:48.157Z","value1","value868","Web","complete",,,,,,
"720","insertValue","2019-03-05T21:15:55.086Z","code","48","Web","complete",,,,,,
"720","clickButton","2019-03-05T21:16:05.319Z","B7",,"Web","complete",,,,,,
"720","goToUrl","2019-03-05T21:16:09.137Z",,,"Web","complete",,,,,"www.webpage2.com",
"720","clickButton","2019-03-05T21:16:26.632Z","open",,"Web","complete",,,,,,
"720","openFile","2019-03-05T21:16:28.570Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"720","findValue","2019-03-05T21:16:31.293Z",,"name1438","Excel","complete",,,,,,"false"
"720","clickButton","2019-03-05T21:16:34.321Z","cancel",,"Web","complete",,,,,,
"720","clickButton","2019-03-05T21:16:36.706Z","OK",,"Web","complete",,,,,,
"721","insertValue","2019-03-05T21:16:46.706Z","value1","value1229","Web","complete",,,,,,
"721","insertValue","2019-03-05T21:16:50.800Z","code","25","Web","complete",,,,,,
"721","clickButton","2019-03-05T21:17:01.410Z","B6",,"Web","complete",,,,,,
"721","clickButton","2019-03-05T21:17:05.084Z","open",,"Web","complete",,,,,,
"721","openFile","2019-03-05T21:17:09.633Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"721","findValue","2019-03-05T21:17:14.133Z",,"name1456","Excel","complete",,,,,,"true"
"721","goToUrl","2019-03-05T21:17:16.049Z",,,"Web","complete",,,,,"www.webpage.com",
"721","clickButton","2019-03-05T21:17:24.889Z","OK",,"Web","complete",,,,,,
"722","insertValue","2019-03-05T21:17:34.889Z","value1","value1701","Web","complete",,,,,,
"722","insertValue","2019-03-05T21:17:45.026Z","code","22","Web","complete",,,,,,
"722","clickButton","2019-03-05T21:17:56.137Z","B7",,"Web","complete",,,,,,
"722","goToUrl","2019-03-05T21:17:57.869Z",,,"Web","complete",,,,,"www.webpage2.com",
"722","clickButton","2019-03-05T21:17:59.660Z","open",,"Web","complete",,,,,,
"722","copy","2019-03-05T21:18:02.363Z","code","22","Web","complete",,,,,,
"722","paste","2019-03-05T21:18:04.966Z","name","22","Excel","complete","B","1193",,,,
"722","goToUrl","2019-03-05T21:18:08.936Z",,,"Web","complete",,,,,"www.webpage.com",
"722","clickButton","2019-03-05T21:18:14.832Z","OK",,"Web","complete",,,,,,
"723","insertValue","2019-03-05T21:18:24.832Z","value1","value1390","Web","complete",,,,,,
"723","insertValue","2019-03-05T21:18:26.757Z","code","22","Web","complete",,,,,,
"723","clickButton","2019-03-05T21:18:29.174Z","B6",,"Web","complete",,,,,,
"723","goToUrl","2019-03-05T21:18:31.777Z",,,"Web","complete",,,,,"www.webpage2.com",
"723","clickButton","2019-03-05T21:18:39.366Z","open",,"Web","complete",,,,,,
"723","copy","2019-03-05T21:18:41.568Z","code","22","Web","complete",,,,,,
"723","paste","2019-03-05T21:18:45.055Z","name","22","Excel","complete","B","616",,,,
"723","goToUrl","2019-03-05T21:18:49.286Z",,,"Web","complete",,,,,"www.webpage.com",
"723","clickButton","2019-03-05T21:19:00.125Z","OK",,"Web","complete",,,,,,
"724","insertValue","2019-03-05T21:19:10.125Z","value1","value884","Web","complete",,,,,,
"724","insertValue","2019-03-05T21:19:23.811Z","code","19","Web","complete",,,,,,
"724","clickButton","2019-03-05T21:19:32.807Z","B7",,"Web","complete",,,,,,
"724","clickButton","2019-03-05T21:19:35.561Z","open",,"Web","complete",,,,,,
"724","copy","2019-03-05T21:19:40.061Z","code","19","Web","complete",,,,,,
"724","paste","2019-03-05T21:19:44.806Z","name","19","Excel","complete","B","1395",,,,
"724","clickButton","2019-03-05T21:19:49.659Z","cancel",,"Web","complete",,,,,,
"724","clickButton","2019-03-05T21:19:51.912Z","OK",,"Web","complete",,,,,,
"725","insertValue","2019-03-05T21:20:01.912Z","value1","value82","Web","complete",,,,,,
"725","insertValue","2019-03-05T21:20:03.982Z","code","18","Web","complete",,,,,,
"725","clickButton","2019-03-05T21:20:15.814Z","B6",,"Web","complete",,,,,,
"725","goToUrl","2019-03-05T21:20:19.528Z",,,"Web","complete",,,,,"www.webpage2.com",
"725","clickButton","2019-03-05T21:20:21.390Z","open",,"Web","complete",,,,,,
"725","copy","2019-03-05T21:20:25.110Z","code","18","Web","complete",,,,,,
"725","paste","2019-03-05T21:20:29.756Z","name","18","Excel","complete","B","210",,,,
"725","clickButton","2019-03-05T21:20:30.698Z","add",,"Web","complete",,,,,,
"725","clickButton","2019-03-05T21:20:33.941Z","OK",,"Web","complete",,,,,,
"726","insertValue","2019-03-05T21:20:43.941Z","value1","value1953","Web","complete",,,,,,
"726","insertValue","2019-03-05T21:20:48.752Z","code","18","Web","complete",,,,,,
"726","clickButton","2019-03-05T21:21:00.238Z","B7",,"Web","complete",,,,,,
"726","clickButton","2019-03-05T21:21:02.258Z","open",,"Web","complete",,,,,,
"726","openFile","2019-03-05T21:21:05.287Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"726","findValue","2019-03-05T21:21:08.386Z",,"name1188","Excel","complete",,,,,,"false"
"726","clickButton","2019-03-05T21:21:11.700Z","add",,"Web","complete",,,,,,
"726","clickButton","2019-03-05T21:21:14.635Z","OK",,"Web","complete",,,,,,
"727","insertValue","2019-03-05T21:21:24.635Z","value1","value1692","Web","complete",,,,,,
"727","insertValue","2019-03-05T21:21:31.732Z","code","25","Web","complete",,,,,,
"727","clickButton","2019-03-05T21:21:42.407Z","B6",,"Web","complete",,,,,,
"727","goToUrl","2019-03-05T21:21:45.068Z",,,"Web","complete",,,,,"www.webpage2.com",
"727","clickButton","2019-03-05T21:21:45.192Z","open",,"Web","complete",,,,,,
"727","copy","2019-03-05T21:21:48.164Z","code","25","Web","complete",,,,,,
"727","paste","2019-03-05T21:21:50.823Z","name","25","Excel","complete","B","1703",,,,
"727","goToUrl","2019-03-05T21:21:55.760Z",,,"Web","complete",,,,,"www.webpage.com",
"727","clickButton","2019-03-05T21:22:02.111Z","OK",,"Web","complete",,,,,,
"728","insertValue","2019-03-05T21:22:12.111Z","value1","value219","Web","complete",,,,,,
"728","insertValue","2019-03-05T21:22:16.797Z","code","28","Web","complete",,,,,,
"728","clickButton","2019-03-05T21:22:26.598Z","B7",,"Web","complete",,,,,,
"728","goToUrl","2019-03-05T21:22:30.014Z",,,"Web","complete",,,,,"www.webpage2.com",
"728","clickButton","2019-03-05T21:22:35.152Z","open",,"Web","complete",,,,,,
"728","openFile","2019-03-05T21:22:37.809Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"728","copy","2019-03-05T21:22:39.509Z","code","28","Web","complete",,,,,,
"728","paste","2019-03-05T21:22:42.971Z","name","28","Excel","complete","B","47",,,,
"728","goToUrl","2019-03-05T21:22:47.591Z",,,"Web","complete",,,,,"www.webpage.com",
"728","clickButton","2019-03-05T21:22:51.470Z","OK",,"Web","complete",,,,,,
"729","insertValue","2019-03-05T21:23:01.470Z","value1","value507","Web","complete",,,,,,
"729","insertValue","2019-03-05T21:23:10.045Z","code","20","Web","complete",,,,,,
"729","clickButton","2019-03-05T21:23:25.841Z","B7",,"Web","complete",,,,,,
"729","goToUrl","2019-03-05T21:23:31.787Z",,,"Web","complete",,,,,"www.webpage2.com",
"729","clickButton","2019-03-05T21:23:34.196Z","open",,"Web","complete",,,,,,
"729","copy","2019-03-05T21:23:37.608Z","code","20","Web","complete",,,,,,
"729","paste","2019-03-05T21:23:41.211Z","name","20","Excel","complete","B","1204",,,,
"729","clickButton","2019-03-05T21:23:44.559Z","add",,"Web","complete",,,,,,
"729","clickButton","2019-03-05T21:23:46.710Z","OK",,"Web","complete",,,,,,
"730","insertValue","2019-03-05T21:23:56.710Z","value1","value365","Web","complete",,,,,,
"730","insertValue","2019-03-05T21:24:02.179Z","code","21","Web","complete",,,,,,
"730","clickButton","2019-03-05T21:24:11.786Z","B7",,"Web","complete",,,,,,
"730","goToUrl","2019-03-05T21:24:16.347Z",,,"Web","complete",,,,,"www.webpage2.com",
"730","clickButton","2019-03-05T21:24:18.669Z","open",,"Web","complete",,,,,,
"730","copy","2019-03-05T21:24:22.155Z","code","21","Web","complete",,,,,,
"730","paste","2019-03-05T21:24:25.006Z","name","21","Excel","complete","B","1213",,,,
"730","goToUrl","2019-03-05T21:24:28.452Z",,,"Web","complete",,,,,"www.webpage.com",
"730","clickButton","2019-03-05T21:24:47.240Z","OK",,"Web","complete",,,,,,
"731","insertValue","2019-03-05T21:24:57.240Z","value1","value870","Web","complete",,,,,,
"731","insertValue","2019-03-05T21:24:57.240Z","code","22","Web","complete",,,,,,
"731","clickButton","2019-03-05T21:25:06.262Z","B7",,"Web","complete",,,,,,
"731","goToUrl","2019-03-05T21:25:07.118Z",,,"Web","complete",,,,,"www.webpage2.com",
"731","clickButton","2019-03-05T21:25:07.551Z","open",,"Web","complete",,,,,,
"731","openFile","2019-03-05T21:25:10.187Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"731","findValue","2019-03-05T21:25:12.561Z",,"name805","Excel","complete",,,,,,"true"
"731","goToUrl","2019-03-05T21:25:15.049Z",,,"Web","complete",,,,,"www.webpage.com",
"731","clickButton","2019-03-05T21:25:22.328Z","OK",,"Web","complete",,,,,,
"732","insertValue","2019-03-05T21:25:32.328Z","value1","value1079","Web","complete",,,,,,
"732","insertValue","2019-03-05T21:25:38.051Z","code","29","Web","complete",,,,,,
"732","clickButton","2019-03-05T21:25:44.254Z","B6",,"Web","complete",,,,,,
"732","goToUrl","2019-03-05T21:25:45.315Z",,,"Web","complete",,,,,"www.webpage2.com",
"732","clickButton","2019-03-05T21:25:52.137Z","open",,"Web","complete",,,,,,
"732","copy","2019-03-05T21:25:52.478Z","code","29","Web","complete",,,,,,
"732","paste","2019-03-05T21:25:56.241Z","name","29","Excel","complete","B","974",,,,
"732","goToUrl","2019-03-05T21:25:59.114Z",,,"Web","complete",,,,,"www.webpage.com",
"732","clickButton","2019-03-05T21:26:08.880Z","OK",,"Web","complete",,,,,,
"733","insertValue","2019-03-05T21:26:18.880Z","value1","value1165","Web","complete",,,,,,
"733","insertValue","2019-03-05T21:26:32.040Z","code","49","Web","complete",,,,,,
"733","clickButton","2019-03-05T21:26:34.536Z","B7",,"Web","complete",,,,,,
"733","goToUrl","2019-03-05T21:26:37.441Z",,,"Web","complete",,,,,"www.webpage2.com",
"733","clickButton","2019-03-05T21:26:39.988Z","open",,"Web","complete",,,,,,
"733","copy","2019-03-05T21:26:41.834Z","code","49","Web","complete",,,,,,
"733","paste","2019-03-05T21:26:44.094Z","name","49","Excel","complete","B","1456",,,,
"733","clickButton","2019-03-05T21:26:45.843Z","cancel",,"Web","complete",,,,,,
"733","clickButton","2019-03-05T21:26:49.156Z","OK",,"Web","complete",,,,,,
"734","insertValue","2019-03-05T21:26:59.156Z","value1","value1879","Web","complete",,,,,,
"734","insertValue","2019-03-05T21:27:21.468Z","code","29","Web","complete",,,,,,
"734","clickButton","2019-03-05T21:27:30.432Z","B7",,"Web","complete",,,,,,
"734","clickButton","2019-03-05T21:27:33.539Z","open",,"Web","complete",,,,,,
"734","copy","2019-03-05T21:27:36.984Z","code","29","Web","complete",,,,,,
"734","paste","2019-03-05T21:27:38.110Z","name","29","Excel","complete","B","1415",,,,
"734","clickButton","2019-03-05T21:27:41.014Z","add",,"Web","complete",,,,,,
"734","clickButton","2019-03-05T21:27:45.304Z","OK",,"Web","complete",,,,,,
"735","insertValue","2019-03-05T21:27:55.304Z","value1","value1437","Web","complete",,,,,,
"735","insertValue","2019-03-05T21:28:03.362Z","code","38","Web","complete",,,,,,
"735","clickButton","2019-03-05T21:28:20.371Z","B7",,"Web","complete",,,,,,
"735","goToUrl","2019-03-05T21:28:24.398Z",,,"Web","complete",,,,,"www.webpage2.com",
"735","clickButton","2019-03-05T21:28:28.811Z","open",,"Web","complete",,,,,,
"735","openFile","2019-03-05T21:28:31.466Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"735","copy","2019-03-05T21:28:32.822Z","code","38","Web","complete",,,,,,
"735","paste","2019-03-05T21:28:35.489Z","name","38","Excel","complete","B","460",,,,
"735","clickButton","2019-03-05T21:28:36.968Z","add",,"Web","complete",,,,,,
"735","clickButton","2019-03-05T21:28:40.386Z","OK",,"Web","complete",,,,,,
"736","insertValue","2019-03-05T21:28:50.386Z","value1","value1863","Web","complete",,,,,,
"736","insertValue","2019-03-05T21:28:50.500Z","code","34","Web","complete",,,,,,
"736","clickButton","2019-03-05T21:28:56.556Z","B6",,"Web","complete",,,,,,
"736","goToUrl","2019-03-05T21:28:58.539Z",,,"Web","complete",,,,,"www.webpage2.com",
"736","clickButton","2019-03-05T21:29:04.085Z","open",,"Web","complete",,,,,,
"736","copy","2019-03-05T21:29:06.909Z","code","34","Web","complete",,,,,,
"736","paste","2019-03-05T21:29:10.366Z","name","34","Excel","complete","B","691",,,,
"736","clickButton","2019-03-05T21:29:13.201Z","cancel",,"Web","complete",,,,,,
"736","clickButton","2019-03-05T21:29:14.932Z","OK",,"Web","complete",,,,,,
"737","insertValue","2019-03-05T21:29:24.932Z","value1","value211","Web","complete",,,,,,
"737","insertValue","2019-03-05T21:29:28.304Z","code","28","Web","complete",,,,,,
"737","clickButton","2019-03-05T21:29:41.980Z","B7",,"Web","complete",,,,,,
"737","goToUrl","2019-03-05T21:29:44.969Z",,,"Web","complete",,,,,"www.webpage2.com",
"737","clickButton","2019-03-05T21:30:03.714Z","open",,"Web","complete",,,,,,
"737","openFile","2019-03-05T21:30:05.891Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"737","findValue","2019-03-05T21:30:07.399Z",,"name130","Excel","complete",,,,,,"false"
"737","clickButton","2019-03-05T21:30:11.119Z","cancel",,"Web","complete",,,,,,
"737","clickButton","2019-03-05T21:30:15.592Z","OK",,"Web","complete",,,,,,
"738","insertValue","2019-03-05T21:30:25.592Z","value1","value1931","Web","complete",,,,,,
"738","insertValue","2019-03-05T21:30:31.403Z","code","26","Web","complete",,,,,,
"738","clickButton","2019-03-05T21:30:48.513Z","B7",,"Web","complete",,,,,,
"738","clickButton","2019-03-05T21:30:51.129Z","open",,"Web","complete",,,,,,
"738","openFile","2019-03-05T21:30:55.507Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"738","copy","2019-03-05T21:31:00.197Z","code","26","Web","complete",,,,,,
"738","paste","2019-03-05T21:31:03.011Z","name","26","Excel","complete","B","1207",,,,
"738","clickButton","2019-03-05T21:31:07.223Z","cancel",,"Web","complete",,,,,,
"738","clickButton","2019-03-05T21:31:09.521Z","OK",,"Web","complete",,,,,,
"739","insertValue","2019-03-05T21:31:19.521Z","value1","value1778","Web","complete",,,,,,
"739","insertValue","2019-03-05T21:31:24.642Z","code","28","Web","complete",,,,,,
"739","clickButton","2019-03-05T21:31:26.864Z","B7",,"Web","complete",,,,,,
"739","goToUrl","2019-03-05T21:31:30.025Z",,,"Web","complete",,,,,"www.webpage2.com",
"739","clickButton","2019-03-05T21:31:43.422Z","open",,"Web","complete",,,,,,
"739","copy","2019-03-05T21:31:45.863Z","code","28","Web","complete",,,,,,
"739","paste","2019-03-05T21:31:47.872Z","name","28","Excel","complete","B","1935",,,,
"739","clickButton","2019-03-05T21:31:50.587Z","add",,"Web","complete",,,,,,
"739","clickButton","2019-03-05T21:31:53.912Z","OK",,"Web","complete",,,,,,
"740","insertValue","2019-03-05T21:32:03.912Z","value1","value66","Web","complete",,,,,,
"740","insertValue","2019-03-05T21:32:05.337Z","code","26","Web","complete",,,,,,
"740","clickButton","2019-03-05T21:32:16.481Z","B6",,"Web","complete",,,,,,
"740","clickButton","2019-03-05T21:32:20.574Z","open",,"Web","complete",,,,,,
"740","copy","2019-03-05T21:32:23.855Z","code","26","Web","complete",,,,,,
"740","paste","2019-03-05T21:32:26.380Z","name","26","Excel","complete","B","551",,,,
"740","clickButton","2019-03-05T21:32:30.582Z","cancel",,"Web","complete",,,,,,
"740","clickButton","2019-03-05T21:32:34.585Z","OK",,"Web","complete",,,,,,
"741","insertValue","2019-03-05T21:32:44.585Z","value1","value1763","Web","complete",,,,,,
"741","insertValue","2019-03-05T21:32:44.585Z","code","22","Web","complete",,,,,,
"741","clickButton","2019-03-05T21:32:50.683Z","B7",,"Web","complete",,,,,,
"741","goToUrl","2019-03-05T21:32:52.860Z",,,"Web","complete",,,,,"www.webpage2.com",
"741","clickButton","2019-03-05T21:32:56.602Z","open",,"Web","complete",,,,,,
"741","copy","2019-03-05T21:32:59.578Z","code","22","Web","complete",,,,,,
"741","paste","2019-03-05T21:33:02.503Z","name","22","Excel","complete","B","431",,,,
"741","clickButton","2019-03-05T21:33:04.576Z","cancel",,"Web","complete",,,,,,
"741","clickButton","2019-03-05T21:33:07.430Z","OK",,"Web","complete",,,,,,
"742","insertValue","2019-03-05T21:33:17.430Z","value1","value1406","Web","complete",,,,,,
"742","insertValue","2019-03-05T21:33:30.767Z","code","27","Web","complete",,,,,,
"742","clickButton","2019-03-05T21:33:33.690Z","B6",,"Web","complete",,,,,,
"742","clickButton","2019-03-05T21:33:36.316Z","open",,"Web","complete",,,,,,
"742","copy","2019-03-05T21:33:39.372Z","code","27","Web","complete",,,,,,
"742","paste","2019-03-05T21:33:42.729Z","name","27","Excel","complete","B","1742",,,,
"742","clickButton","2019-03-05T21:33:44.783Z","cancel",,"Web","complete",,,,,,
"742","clickButton","2019-03-05T21:33:47.180Z","OK",,"Web","complete",,,,,,
"743","insertValue","2019-03-05T21:33:57.180Z","value1","value1524","Web","complete",,,,,,
"743","insertValue","2019-03-05T21:34:02.735Z","code","28","Web","complete",,,,,,
"743","clickButton","2019-03-05T21:34:12.893Z","B7",,"Web","complete",,,,,,
"743","clickButton","2019-03-05T21:34:15.618Z","open",,"Web","complete",,,,,,
"743","copy","2019-03-05T21:34:18.626Z","code","28","Web","complete",,,,,,
"743","paste","2019-03-05T21:34:21.795Z","name","28","Excel","complete","B","648",,,,
"743","clickButton","2019-03-05T21:34:23.390Z","cancel",,"Web","complete",,,,,,
"743","clickButton","2019-03-05T21:34:29.346Z","OK",,"Web","complete",,,,,,
"744","insertValue","2019-03-05T21:34:39.346Z","value1","value1548","Web","complete",,,,,,
"744","insertValue","2019-03-05T21:34:43.019Z","code","23","Web","complete",,,,,,
"744","clickButton","2019-03-05T21:34:52.309Z","B7",,"Web","complete",,,,,,
"744","goToUrl","2019-03-05T21:34:55.228Z",,,"Web","complete",,,,,"www.webpage2.com",
"744","clickButton","2019-03-05T21:35:02.705Z","open",,"Web","complete",,,,,,
"744","openFile","2019-03-05T21:35:06.223Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"744","copy","2019-03-05T21:35:07.965Z","code","23","Web","complete",,,,,,
"744","paste","2019-03-05T21:35:07.965Z","name","23","Excel","complete","B","535",,,,
"744","clickButton","2019-03-05T21:35:12.786Z","add",,"Web","complete",,,,,,
"744","clickButton","2019-03-05T21:35:15.208Z","OK",,"Web","complete",,,,,,
"745","insertValue","2019-03-05T21:35:25.208Z","value1","value631","Web","complete",,,,,,
"745","insertValue","2019-03-05T21:35:37.553Z","code","46","Web","complete",,,,,,
"745","clickButton","2019-03-05T21:35:46.092Z","B7",,"Web","complete",,,,,,
"745","goToUrl","2019-03-05T21:35:49.336Z",,,"Web","complete",,,,,"www.webpage2.com",
"745","clickButton","2019-03-05T21:35:50.519Z","open",,"Web","complete",,,,,,
"745","openFile","2019-03-05T21:35:53.061Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"745","copy","2019-03-05T21:35:55.294Z","code","46","Web","complete",,,,,,
"745","paste","2019-03-05T21:35:57.355Z","name","46","Excel","complete","B","387",,,,
"745","clickButton","2019-03-05T21:36:02.074Z","add",,"Web","complete",,,,,,
"745","clickButton","2019-03-05T21:36:04.780Z","OK",,"Web","complete",,,,,,
"746","insertValue","2019-03-05T21:36:14.780Z","value1","value1423","Web","complete",,,,,,
"746","insertValue","2019-03-05T21:36:26.704Z","code","28","Web","complete",,,,,,
"746","clickButton","2019-03-05T21:36:33.625Z","B6",,"Web","complete",,,,,,
"746","clickButton","2019-03-05T21:36:38.219Z","open",,"Web","complete",,,,,,
"746","copy","2019-03-05T21:36:40.426Z","code","28","Web","complete",,,,,,
"746","paste","2019-03-05T21:36:42.391Z","name","28","Excel","complete","B","1922",,,,
"746","clickButton","2019-03-05T21:36:45.986Z","add",,"Web","complete",,,,,,
"746","clickButton","2019-03-05T21:36:47.211Z","OK",,"Web","complete",,,,,,
"747","insertValue","2019-03-05T21:36:57.211Z","value1","value1554","Web","complete",,,,,,
"747","insertValue","2019-03-05T21:36:57.211Z","code","25","Web","complete",,,,,,
"747","clickButton","2019-03-05T21:37:03.863Z","B6",,"Web","complete",,,,,,
"747","goToUrl","2019-03-05T21:37:06.999Z",,,"Web","complete",,,,,"www.webpage2.com",
"747","clickButton","2019-03-05T21:37:06.999Z","open",,"Web","complete",,,,,,
