"caseID","eventType","timeStamp","Label","Value","source","lifecycle:transition","Column","Row","Url","Sheet","FileName","Found"
"1338","clickButton","2019-03-08T08:28:40.538Z","Cancel",,"Web","complete",,,,,,
"1339","insertValue","2019-03-08T08:28:50.538Z","name","name1758","Web","complete",,,,,,
"1339","insertValue","2019-03-08T08:28:58.502Z","surname","surname1758","Web","complete",,,,,,
"1339","insertValue","2019-03-08T08:29:00.111Z","age","23","Web","complete",,,,,,
"1339","insertValue","2019-03-08T08:29:14.838Z","type","2","Web","complete",,,,,,
"1339","clickButton","2019-03-08T08:29:15.939Z","B1",,"Web","complete",,,,,,
"1339","insertValue","2019-03-08T08:29:19.600Z",,"1482","Excel","complete","B","15",,,,
"1339","goToUrl","2019-03-08T08:29:36.771Z",,,"Web","complete",,,"www.webpage2.com",,,
"1339","copy","2019-03-08T08:29:42.999Z","value2","value1482","Web","complete",,,,,,
"1339","paste","2019-03-08T08:29:47.177Z",,"vaue1482","Excel","complete","C","2",,,,
"1339","paste","2019-03-08T08:29:49.545Z","finalCode","vaue1482","Web","complete",,,,,,
"1339","clickButton","2019-03-08T08:29:51.741Z","OK",,"Web","complete",,,,,,
"1340","insertValue","2019-03-08T08:30:01.741Z","name","name1880","Web","complete",,,,,,
"1340","insertValue","2019-03-08T08:30:01.741Z","surname","surname1880","Web","complete",,,,,,
"1340","insertValue","2019-03-08T08:30:05.755Z","age","41","Web","complete",,,,,,
"1340","insertValue","2019-03-08T08:30:14.095Z","type","2","Web","complete",,,,,,
"1340","clickButton","2019-03-08T08:30:15.232Z","B1",,"Web","complete",,,,,,
"1340","insertValue","2019-03-08T08:30:17.720Z",,"1752","Excel","complete","B","3",,,,
"1340","goToUrl","2019-03-08T08:30:19.134Z",,,"Web","complete",,,"www.webpage2.com",,,
"1340","copy","2019-03-08T08:30:25.165Z","value2","value1752","Web","complete",,,,,,
"1340","paste","2019-03-08T08:30:28.213Z","finalCode","vaue1752","Web","complete",,,,,,
"1340","clickButton","2019-03-08T08:30:32.097Z","OK",,"Web","complete",,,,,,
"1341","insertValue","2019-03-08T08:30:42.097Z","name","name2051","Web","complete",,,,,,
"1341","insertValue","2019-03-08T08:30:45.895Z","surname","surname2051","Web","complete",,,,,,
"1341","insertValue","2019-03-08T08:30:56.404Z","age","20","Web","complete",,,,,,
"1341","insertValue","2019-03-08T08:31:03.582Z","type","4","Web","complete",,,,,,
"1341","clickButton","2019-03-08T08:31:08.057Z","B4",,"Web","complete",,,,,,
"1341","openFile","2019-03-08T08:31:11.822Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"1341","findValue","2019-03-08T08:31:15.741Z",,"4676","Excel","complete",,,,,,"true"
"1341","copy","2019-03-08T08:31:19.234Z",,"value2051","Excel","complete","B","1",,,,
"1341","paste","2019-03-08T08:31:22.427Z","finalCode","vaue2051","Web","complete",,,,,,
"1341","clickButton","2019-03-08T08:31:25.211Z","OK",,"Web","complete",,,,,,
"1342","insertValue","2019-03-08T08:31:35.211Z","name","name2732","Web","complete",,,,,,
"1342","insertValue","2019-03-08T08:31:44.498Z","surname","surname2732","Web","complete",,,,,,
"1342","insertValue","2019-03-08T08:31:51.604Z","age","20","Web","complete",,,,,,
"1342","insertValue","2019-03-08T08:31:59.907Z","type","4","Web","complete",,,,,,
"1342","clickButton","2019-03-08T08:32:01.003Z","B4",,"Web","complete",,,,,,
"1342","openFile","2019-03-08T08:32:03.033Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"1342","findValue","2019-03-08T08:32:07.115Z",,"3397","Excel","complete",,,,,,"true"
"1342","copy","2019-03-08T08:32:09.715Z",,"value2732","Excel","complete","B","1",,,,
"1342","paste","2019-03-08T08:32:12.507Z",,"vaue2732","Excel","complete","C","2",,,,
"1342","clickButton","2019-03-08T08:32:15.429Z","Cancel",,"Web","complete",,,,,,
"1343","insertValue","2019-03-08T08:32:25.429Z","name","name1648","Web","complete",,,,,,
"1343","insertValue","2019-03-08T08:32:30.488Z","surname","surname1648","Web","complete",,,,,,
"1343","insertValue","2019-03-08T08:32:34.304Z","age","19","Web","complete",,,,,,
"1343","insertValue","2019-03-08T08:32:39.942Z","type","3","Web","complete",,,,,,
"1343","clickButton","2019-03-08T08:32:48.111Z","B4",,"Web","complete",,,,,,
"1343","goToUrl","2019-03-08T08:32:49.926Z",,,"Web","complete",,,"www.webpage.com",,,
"1343","clickButton","2019-03-08T08:32:54.211Z","B5",,"Web","complete",,,,,,
"1343","insertValue","2019-03-08T08:33:00.678Z","valueX","valuex1648","Web","complete",,,,,,
"1343","clickButton","2019-03-08T08:33:03.113Z","OK",,"Web","complete",,,,,,
"1344","insertValue","2019-03-08T08:33:13.113Z","name","name559","Web","complete",,,,,,
"1344","insertValue","2019-03-08T08:33:26.488Z","surname","surname559","Web","complete",,,,,,
"1344","insertValue","2019-03-08T08:33:28.351Z","age","27","Web","complete",,,,,,
"1344","insertValue","2019-03-08T08:33:36.001Z","type","2","Web","complete",,,,,,
"1344","clickButton","2019-03-08T08:33:41.841Z","B1",,"Web","complete",,,,,,
"1344","insertValue","2019-03-08T08:33:43.997Z",,"2158","Excel","complete","B","17",,,,
"1344","goToUrl","2019-03-08T08:33:50.470Z",,,"Web","complete",,,"www.webpage2.com",,,
"1344","copy","2019-03-08T08:34:08.446Z","value2","value2158","Web","complete",,,,,,
"1344","paste","2019-03-08T08:34:11.804Z","finalCode","vaue2158","Web","complete",,,,,,
"1344","clickButton","2019-03-08T08:34:16.290Z","Cancel",,"Web","complete",,,,,,
"1345","insertValue","2019-03-08T08:34:26.290Z","name","name2793","Web","complete",,,,,,
"1345","insertValue","2019-03-08T08:34:39.998Z","surname","surname2793","Web","complete",,,,,,
"1345","insertValue","2019-03-08T08:34:49.555Z","age","22","Web","complete",,,,,,
"1345","insertValue","2019-03-08T08:35:05.134Z","type","4","Web","complete",,,,,,
"1345","clickButton","2019-03-08T08:35:19.028Z","B4",,"Web","complete",,,,,,
"1345","goToUrl","2019-03-08T08:35:20.522Z",,,"Web","complete",,,"www.webpage.com",,,
"1345","clickButton","2019-03-08T08:35:22.294Z","B5",,"Web","complete",,,,,,
"1345","insertValue","2019-03-08T08:35:31.612Z","valueX","valuex2793","Web","complete",,,,,,
"1345","clickButton","2019-03-08T08:35:34.978Z","OK",,"Web","complete",,,,,,
"1346","insertValue","2019-03-08T08:35:44.978Z","name","name1904","Web","complete",,,,,,
"1346","insertValue","2019-03-08T08:35:59.464Z","surname","surname1904","Web","complete",,,,,,
"1346","insertValue","2019-03-08T08:36:05.144Z","age","48","Web","complete",,,,,,
"1346","insertValue","2019-03-08T08:36:13.598Z","type","4","Web","complete",,,,,,
"1346","clickButton","2019-03-08T08:36:16.647Z","B4",,"Web","complete",,,,,,
"1346","openFile","2019-03-08T08:36:18.375Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"1346","findValue","2019-03-08T08:36:20.668Z",,"2026","Excel","complete",,,,,,"true"
"1346","copy","2019-03-08T08:36:24.629Z",,"value1904","Excel","complete","B","1",,,,
"1346","paste","2019-03-08T08:36:28.344Z","finalCode","vaue1904","Web","complete",,,,,,
"1346","clickButton","2019-03-08T08:36:31.181Z","Cancel",,"Web","complete",,,,,,
"1347","insertValue","2019-03-08T08:36:41.181Z","name","name2404","Web","complete",,,,,,
"1347","insertValue","2019-03-08T08:36:50.884Z","surname","surname2404","Web","complete",,,,,,
"1347","insertValue","2019-03-08T08:37:01.957Z","age","28","Web","complete",,,,,,
"1347","insertValue","2019-03-08T08:37:11.127Z","type","4","Web","complete",,,,,,
"1347","clickButton","2019-03-08T08:37:16.339Z","B4",,"Web","complete",,,,,,
"1347","goToUrl","2019-03-08T08:37:19.340Z",,,"Web","complete",,,"www.webpage.com",,,
"1347","clickButton","2019-03-08T08:37:22.598Z","B5",,"Web","complete",,,,,,
"1347","insertValue","2019-03-08T08:37:30.250Z","valueX","valuex2404","Web","complete",,,,,,
"1347","clickButton","2019-03-08T08:37:31.597Z","Cancel",,"Web","complete",,,,,,
"1348","insertValue","2019-03-08T08:37:41.597Z","name","name2603","Web","complete",,,,,,
"1348","insertValue","2019-03-08T08:37:49.971Z","surname","surname2603","Web","complete",,,,,,
"1348","insertValue","2019-03-08T08:37:57.999Z","age","29","Web","complete",,,,,,
"1348","insertValue","2019-03-08T08:38:10.841Z","type","1","Web","complete",,,,,,
"1348","clickButton","2019-03-08T08:38:20.488Z","B1",,"Web","complete",,,,,,
"1348","insertValue","2019-03-08T08:38:23.334Z",,"2579","Excel","complete","B","33",,,,
"1348","goToUrl","2019-03-08T08:38:33.216Z",,,"Web","complete",,,"www.webpage2.com",,,
"1348","copy","2019-03-08T08:38:37.511Z","value2","value2579","Web","complete",,,,,,
"1348","paste","2019-03-08T08:38:41.360Z",,"vaue2579","Excel","complete","C","2",,,,
"1348","paste","2019-03-08T08:38:43.987Z","finalCode","vaue2579","Web","complete",,,,,,
"1348","clickButton","2019-03-08T08:38:44.382Z","Cancel",,"Web","complete",,,,,,
"1349","insertValue","2019-03-08T08:38:54.382Z","name","name1373","Web","complete",,,,,,
"1349","insertValue","2019-03-08T08:39:09.125Z","surname","surname1373","Web","complete",,,,,,
"1349","insertValue","2019-03-08T08:39:17.714Z","age","20","Web","complete",,,,,,
"1349","insertValue","2019-03-08T08:39:22.027Z","type","4","Web","complete",,,,,,
"1349","clickButton","2019-03-08T08:39:27.388Z","B4",,"Web","complete",,,,,,
"1349","openFile","2019-03-08T08:39:30.976Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"1349","findValue","2019-03-08T08:39:34.973Z",,"2046","Excel","complete",,,,,,"false"
"1349","copy","2019-03-08T08:39:37.493Z",,"value1373","Excel","complete","B","1",,,,
"1349","paste","2019-03-08T08:39:39.345Z",,"vaue1373","Excel","complete","C","2",,,,
"1349","clickButton","2019-03-08T08:39:41.110Z","Cancel",,"Web","complete",,,,,,
"1350","insertValue","2019-03-08T08:39:51.110Z","name","name2007","Web","complete",,,,,,
"1350","insertValue","2019-03-08T08:39:59.984Z","surname","surname2007","Web","complete",,,,,,
"1350","insertValue","2019-03-08T08:40:09.887Z","age","29","Web","complete",,,,,,
"1350","insertValue","2019-03-08T08:40:17.126Z","type","1","Web","complete",,,,,,
"1350","clickButton","2019-03-08T08:40:24.051Z","B1",,"Web","complete",,,,,,
"1350","insertValue","2019-03-08T08:40:25.845Z",,"1332","Excel","complete","B","39",,,,
"1350","goToUrl","2019-03-08T08:40:32.836Z",,,"Web","complete",,,"www.webpage2.com",,,
"1350","copy","2019-03-08T08:40:32.836Z","value2","value1332","Web","complete",,,,,,
"1350","paste","2019-03-08T08:40:36.215Z",,"vaue1332","Excel","complete","C","2",,,,
"1350","paste","2019-03-08T08:40:39.928Z","finalCode","vaue1332","Web","complete",,,,,,
"1350","clickButton","2019-03-08T08:40:44.249Z","OK",,"Web","complete",,,,,,
"1351","insertValue","2019-03-08T08:40:54.249Z","name","name920","Web","complete",,,,,,
"1351","insertValue","2019-03-08T08:41:05.002Z","surname","surname920","Web","complete",,,,,,
"1351","insertValue","2019-03-08T08:41:12.481Z","age","25","Web","complete",,,,,,
"1351","insertValue","2019-03-08T08:41:21.587Z","type","2","Web","complete",,,,,,
"1351","clickButton","2019-03-08T08:41:24.573Z","B1",,"Web","complete",,,,,,
"1351","insertValue","2019-03-08T08:41:28.069Z",,"4023","Excel","complete","B","22",,,,
"1351","goToUrl","2019-03-08T08:41:41.264Z",,,"Web","complete",,,"www.webpage2.com",,,
"1351","copy","2019-03-08T08:41:41.264Z","value2","value4023","Web","complete",,,,,,
"1351","paste","2019-03-08T08:41:44.172Z",,"vaue4023","Excel","complete","C","2",,,,
"1351","clickButton","2019-03-08T08:41:46.090Z","Cancel",,"Web","complete",,,,,,
"1352","insertValue","2019-03-08T08:41:56.090Z","name","name414","Web","complete",,,,,,
"1352","insertValue","2019-03-08T08:42:05.617Z","surname","surname414","Web","complete",,,,,,
"1352","insertValue","2019-03-08T08:42:16.385Z","age","29","Web","complete",,,,,,
"1352","insertValue","2019-03-08T08:42:35.197Z","type","3","Web","complete",,,,,,
"1352","clickButton","2019-03-08T08:42:43.453Z","B4",,"Web","complete",,,,,,
"1352","openFile","2019-03-08T08:42:46.442Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"1352","findValue","2019-03-08T08:42:49.504Z",,"1314","Excel","complete",,,,,,"false"
"1352","copy","2019-03-08T08:42:53.220Z",,"value414","Excel","complete","B","1",,,,
"1352","paste","2019-03-08T08:42:54.780Z",,"vaue414","Excel","complete","C","2",,,,
"1352","clickButton","2019-03-08T08:42:58.592Z","OK",,"Web","complete",,,,,,
"1353","insertValue","2019-03-08T08:43:08.592Z","name","name185","Web","complete",,,,,,
"1353","insertValue","2019-03-08T08:43:18.021Z","surname","surname185","Web","complete",,,,,,
"1353","insertValue","2019-03-08T08:43:18.569Z","age","26","Web","complete",,,,,,
"1353","insertValue","2019-03-08T08:43:37.404Z","type","2","Web","complete",,,,,,
"1353","clickButton","2019-03-08T08:43:42.513Z","B1",,"Web","complete",,,,,,
"1353","insertValue","2019-03-08T08:43:46.525Z",,"3979","Excel","complete","B","15",,,,
"1353","goToUrl","2019-03-08T08:43:58.838Z",,,"Web","complete",,,"www.webpage2.com",,,
"1353","copy","2019-03-08T08:44:06.390Z","value2","value3979","Web","complete",,,,,,
"1353","paste","2019-03-08T08:44:11.176Z",,"vaue3979","Excel","complete","C","2",,,,
"1353","clickButton","2019-03-08T08:44:11.176Z","OK",,"Web","complete",,,,,,
"1354","insertValue","2019-03-08T08:44:21.176Z","name","name1743","Web","complete",,,,,,
"1354","insertValue","2019-03-08T08:44:35.118Z","surname","surname1743","Web","complete",,,,,,
"1354","insertValue","2019-03-08T08:44:38.734Z","age","27","Web","complete",,,,,,
"1354","insertValue","2019-03-08T08:44:48.098Z","type","2","Web","complete",,,,,,
"1354","clickButton","2019-03-08T08:44:59.131Z","B1",,"Web","complete",,,,,,
"1354","insertValue","2019-03-08T08:45:01.800Z",,"3934","Excel","complete","B","18",,,,
"1354","goToUrl","2019-03-08T08:45:14.096Z",,,"Web","complete",,,"www.webpage2.com",,,
"1354","copy","2019-03-08T08:45:25.115Z","value2","value3934","Web","complete",,,,,,
"1354","paste","2019-03-08T08:45:27.017Z","finalCode","vaue3934","Web","complete",,,,,,
"1354","clickButton","2019-03-08T08:45:29.804Z","Cancel",,"Web","complete",,,,,,
"1355","insertValue","2019-03-08T08:45:39.804Z","name","name2688","Web","complete",,,,,,
"1355","insertValue","2019-03-08T08:45:54.939Z","surname","surname2688","Web","complete",,,,,,
"1355","insertValue","2019-03-08T08:46:02.520Z","age","22","Web","complete",,,,,,
"1355","insertValue","2019-03-08T08:46:04.792Z","type","2","Web","complete",,,,,,
"1355","clickButton","2019-03-08T08:46:16.721Z","B1",,"Web","complete",,,,,,
"1355","insertValue","2019-03-08T08:46:19.185Z",,"2477","Excel","complete","B","40",,,,
"1355","goToUrl","2019-03-08T08:46:31.455Z",,,"Web","complete",,,"www.webpage2.com",,,
"1355","copy","2019-03-08T08:46:40.872Z","value2","value2477","Web","complete",,,,,,
"1355","paste","2019-03-08T08:46:43.727Z",,"vaue2477","Excel","complete","C","2",,,,
"1355","clickButton","2019-03-08T08:46:45.061Z","OK",,"Web","complete",,,,,,
"1356","insertValue","2019-03-08T08:46:55.061Z","name","name304","Web","complete",,,,,,
"1356","insertValue","2019-03-08T08:47:01.894Z","surname","surname304","Web","complete",,,,,,
"1356","insertValue","2019-03-08T08:47:07.975Z","age","26","Web","complete",,,,,,
"1356","insertValue","2019-03-08T08:47:16.564Z","type","4","Web","complete",,,,,,
"1356","clickButton","2019-03-08T08:47:24.682Z","B4",,"Web","complete",,,,,,
"1356","openFile","2019-03-08T08:47:28.803Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"1356","findValue","2019-03-08T08:47:32.029Z",,"4888","Excel","complete",,,,,,"true"
"1356","copy","2019-03-08T08:47:33.970Z",,"value304","Excel","complete","B","1",,,,
"1356","paste","2019-03-08T08:47:36.953Z","finalCode","vaue304","Web","complete",,,,,,
"1356","clickButton","2019-03-08T08:47:39.915Z","Cancel",,"Web","complete",,,,,,
"1357","insertValue","2019-03-08T08:47:49.915Z","name","name31","Web","complete",,,,,,
"1357","insertValue","2019-03-08T08:47:52.746Z","surname","surname31","Web","complete",,,,,,
"1357","insertValue","2019-03-08T08:48:01.223Z","age","27","Web","complete",,,,,,
"1357","insertValue","2019-03-08T08:48:16.961Z","type","4","Web","complete",,,,,,
"1357","clickButton","2019-03-08T08:48:24.266Z","B4",,"Web","complete",,,,,,
"1357","goToUrl","2019-03-08T08:48:25.073Z",,,"Web","complete",,,"www.webpage.com",,,
"1357","clickButton","2019-03-08T08:48:26.835Z","B5",,"Web","complete",,,,,,
"1357","insertValue","2019-03-08T08:48:31.429Z","valueX","valuex31","Web","complete",,,,,,
"1357","clickButton","2019-03-08T08:48:34.989Z","OK",,"Web","complete",,,,,,
"1358","insertValue","2019-03-08T08:48:44.989Z","name","name1161","Web","complete",,,,,,
"1358","insertValue","2019-03-08T08:48:51.625Z","surname","surname1161","Web","complete",,,,,,
"1358","insertValue","2019-03-08T08:48:56.748Z","age","21","Web","complete",,,,,,
"1358","insertValue","2019-03-08T08:48:59.052Z","type","1","Web","complete",,,,,,
"1358","clickButton","2019-03-08T08:49:01.664Z","B1",,"Web","complete",,,,,,
"1358","insertValue","2019-03-08T08:49:06.483Z",,"4550","Excel","complete","B","27",,,,
"1358","goToUrl","2019-03-08T08:49:18.744Z",,,"Web","complete",,,"www.webpage2.com",,,
"1358","copy","2019-03-08T08:49:38.044Z","value2","value4550","Web","complete",,,,,,
"1358","paste","2019-03-08T08:49:40.632Z",,"vaue4550","Excel","complete","C","2",,,,
"1358","clickButton","2019-03-08T08:49:41.965Z","Cancel",,"Web","complete",,,,,,
"1359","insertValue","2019-03-08T08:49:51.965Z","name","name1527","Web","complete",,,,,,
"1359","insertValue","2019-03-08T08:50:09.624Z","surname","surname1527","Web","complete",,,,,,
"1359","insertValue","2019-03-08T08:50:32.031Z","age","25","Web","complete",,,,,,
"1359","insertValue","2019-03-08T08:50:37.257Z","type","2","Web","complete",,,,,,
"1359","clickButton","2019-03-08T08:50:44.036Z","B1",,"Web","complete",,,,,,
"1359","insertValue","2019-03-08T08:50:47.325Z",,"3255","Excel","complete","B","24",,,,
"1359","goToUrl","2019-03-08T08:50:52.614Z",,,"Web","complete",,,"www.webpage2.com",,,
"1359","copy","2019-03-08T08:50:59.965Z","value2","value3255","Web","complete",,,,,,
"1359","paste","2019-03-08T08:51:02.949Z","finalCode","vaue3255","Web","complete",,,,,,
"1359","clickButton","2019-03-08T08:51:06.156Z","OK",,"Web","complete",,,,,,
"1360","insertValue","2019-03-08T08:51:16.156Z","name","name384","Web","complete",,,,,,
"1360","insertValue","2019-03-08T08:51:26.407Z","surname","surname384","Web","complete",,,,,,
"1360","insertValue","2019-03-08T08:51:39.674Z","age","22","Web","complete",,,,,,
"1360","insertValue","2019-03-08T08:51:53.039Z","type","3","Web","complete",,,,,,
"1360","clickButton","2019-03-08T08:51:54.130Z","B4",,"Web","complete",,,,,,
"1360","goToUrl","2019-03-08T08:51:56.125Z",,,"Web","complete",,,"www.webpage.com",,,
"1360","clickButton","2019-03-08T08:51:58.031Z","B5",,"Web","complete",,,,,,
"1360","insertValue","2019-03-08T08:52:03.761Z","valueX","valuex384","Web","complete",,,,,,
"1360","clickButton","2019-03-08T08:52:05.886Z","OK",,"Web","complete",,,,,,
"1361","insertValue","2019-03-08T08:52:15.886Z","name","name1030","Web","complete",,,,,,
"1361","insertValue","2019-03-08T08:52:23.515Z","surname","surname1030","Web","complete",,,,,,
"1361","insertValue","2019-03-08T08:52:38.983Z","age","25","Web","complete",,,,,,
"1361","insertValue","2019-03-08T08:52:49.198Z","type","3","Web","complete",,,,,,
"1361","clickButton","2019-03-08T08:53:03.114Z","B4",,"Web","complete",,,,,,
"1361","openFile","2019-03-08T08:53:06.591Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"1361","findValue","2019-03-08T08:53:08.677Z",,"4779","Excel","complete",,,,,,"false"
"1361","copy","2019-03-08T08:53:11.979Z",,"value1030","Excel","complete","B","1",,,,
"1361","paste","2019-03-08T08:53:13.605Z","finalCode","vaue1030","Web","complete",,,,,,
"1361","clickButton","2019-03-08T08:53:15.864Z","Cancel",,"Web","complete",,,,,,
"1362","insertValue","2019-03-08T08:53:25.864Z","name","name658","Web","complete",,,,,,
"1362","insertValue","2019-03-08T08:53:36.064Z","surname","surname658","Web","complete",,,,,,
"1362","insertValue","2019-03-08T08:53:49.215Z","age","23","Web","complete",,,,,,
"1362","insertValue","2019-03-08T08:53:57.244Z","type","3","Web","complete",,,,,,
"1362","clickButton","2019-03-08T08:54:05.576Z","B4",,"Web","complete",,,,,,
"1362","goToUrl","2019-03-08T08:54:08.290Z",,,"Web","complete",,,"www.webpage.com",,,
"1362","clickButton","2019-03-08T08:54:11.244Z","B5",,"Web","complete",,,,,,
"1362","insertValue","2019-03-08T08:54:11.244Z","valueX","valuex658","Web","complete",,,,,,
"1362","clickButton","2019-03-08T08:54:13.641Z","OK",,"Web","complete",,,,,,
"1363","insertValue","2019-03-08T08:54:23.641Z","name","name1611","Web","complete",,,,,,
"1363","insertValue","2019-03-08T08:54:35.409Z","surname","surname1611","Web","complete",,,,,,
"1363","insertValue","2019-03-08T08:54:35.409Z","age","23","Web","complete",,,,,,
"1363","insertValue","2019-03-08T08:54:46.502Z","type","4","Web","complete",,,,,,
"1363","clickButton","2019-03-08T08:54:56.831Z","B4",,"Web","complete",,,,,,
"1363","goToUrl","2019-03-08T08:55:00.343Z",,,"Web","complete",,,"www.webpage.com",,,
"1363","clickButton","2019-03-08T08:55:02.022Z","B5",,"Web","complete",,,,,,
"1363","insertValue","2019-03-08T08:55:17.784Z","valueX","valuex1611","Web","complete",,,,,,
"1363","clickButton","2019-03-08T08:55:21.455Z","Cancel",,"Web","complete",,,,,,
"1364","insertValue","2019-03-08T08:55:31.455Z","name","name988","Web","complete",,,,,,
"1364","insertValue","2019-03-08T08:55:42.786Z","surname","surname988","Web","complete",,,,,,
"1364","insertValue","2019-03-08T08:56:01.507Z","age","19","Web","complete",,,,,,
"1364","insertValue","2019-03-08T08:56:05.360Z","type","3","Web","complete",,,,,,
"1364","clickButton","2019-03-08T08:56:22.073Z","B4",,"Web","complete",,,,,,
"1364","openFile","2019-03-08T08:56:26.611Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"1364","findValue","2019-03-08T08:56:29.617Z",,"4151","Excel","complete",,,,,,"false"
"1364","copy","2019-03-08T08:56:32.246Z",,"value988","Excel","complete","B","1",,,,
"1364","paste","2019-03-08T08:56:34.513Z",,"vaue988","Excel","complete","C","2",,,,
"1364","paste","2019-03-08T08:56:38.859Z","finalCode","vaue988","Web","complete",,,,,,
"1364","clickButton","2019-03-08T08:56:40.475Z","OK",,"Web","complete",,,,,,
"1365","insertValue","2019-03-08T08:56:50.475Z","name","name344","Web","complete",,,,,,
"1365","insertValue","2019-03-08T08:56:59.417Z","surname","surname344","Web","complete",,,,,,
"1365","insertValue","2019-03-08T08:57:09.171Z","age","22","Web","complete",,,,,,
"1365","insertValue","2019-03-08T08:57:14.441Z","type","4","Web","complete",,,,,,
"1365","clickButton","2019-03-08T08:57:24.957Z","B4",,"Web","complete",,,,,,
"1365","openFile","2019-03-08T08:57:27.189Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"1365","findValue","2019-03-08T08:57:28.802Z",,"3644","Excel","complete",,,,,,"true"
"1365","copy","2019-03-08T08:57:32.024Z",,"value344","Excel","complete","B","1",,,,
"1365","paste","2019-03-08T08:57:35.868Z",,"vaue344","Excel","complete","C","2",,,,
"1365","clickButton","2019-03-08T08:57:38.919Z","OK",,"Web","complete",,,,,,
"1366","insertValue","2019-03-08T08:57:48.919Z","name","name2023","Web","complete",,,,,,
"1366","insertValue","2019-03-08T08:58:09.407Z","surname","surname2023","Web","complete",,,,,,
"1366","insertValue","2019-03-08T08:58:19.031Z","age","30","Web","complete",,,,,,
"1366","insertValue","2019-03-08T08:58:29.118Z","type","3","Web","complete",,,,,,
"1366","clickButton","2019-03-08T08:58:43.748Z","B4",,"Web","complete",,,,,,
"1366","goToUrl","2019-03-08T08:58:44.842Z",,,"Web","complete",,,"www.webpage.com",,,
"1366","clickButton","2019-03-08T08:58:47.344Z","B5",,"Web","complete",,,,,,
"1366","insertValue","2019-03-08T08:58:50.969Z","valueX","valuex2023","Web","complete",,,,,,
"1366","clickButton","2019-03-08T08:58:54.221Z","OK",,"Web","complete",,,,,,
"1367","insertValue","2019-03-08T08:59:04.221Z","name","name2161","Web","complete",,,,,,
"1367","insertValue","2019-03-08T08:59:19.418Z","surname","surname2161","Web","complete",,,,,,
"1367","insertValue","2019-03-08T08:59:21.325Z","age","21","Web","complete",,,,,,
"1367","insertValue","2019-03-08T08:59:29.596Z","type","2","Web","complete",,,,,,
"1367","clickButton","2019-03-08T08:59:36.447Z","B1",,"Web","complete",,,,,,
"1367","insertValue","2019-03-08T08:59:40.261Z",,"4211","Excel","complete","B","10",,,,
"1367","goToUrl","2019-03-08T08:59:52.393Z",,,"Web","complete",,,"www.webpage2.com",,,
"1367","copy","2019-03-08T08:59:57.018Z","value2","value4211","Web","complete",,,,,,
"1367","paste","2019-03-08T09:00:00.999Z","finalCode","vaue4211","Web","complete",,,,,,
"1367","clickButton","2019-03-08T09:00:05.162Z","Cancel",,"Web","complete",,,,,,
"1368","insertValue","2019-03-08T09:00:15.162Z","name","name2627","Web","complete",,,,,,
"1368","insertValue","2019-03-08T09:00:24.145Z","surname","surname2627","Web","complete",,,,,,
"1368","insertValue","2019-03-08T09:00:34.254Z","age","18","Web","complete",,,,,,
"1368","insertValue","2019-03-08T09:00:52.807Z","type","3","Web","complete",,,,,,
"1368","clickButton","2019-03-08T09:01:00.327Z","B4",,"Web","complete",,,,,,
"1368","openFile","2019-03-08T09:01:02.836Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"1368","findValue","2019-03-08T09:01:06.913Z",,"2000","Excel","complete",,,,,,"false"
"1368","copy","2019-03-08T09:01:08.281Z",,"value2627","Excel","complete","B","1",,,,
"1368","paste","2019-03-08T09:01:11.431Z","finalCode","vaue2627","Web","complete",,,,,,
"1368","clickButton","2019-03-08T09:01:14.960Z","Cancel",,"Web","complete",,,,,,
"1369","insertValue","2019-03-08T09:01:24.960Z","name","name2283","Web","complete",,,,,,
"1369","insertValue","2019-03-08T09:01:36.903Z","surname","surname2283","Web","complete",,,,,,
"1369","insertValue","2019-03-08T09:01:46.996Z","age","27","Web","complete",,,,,,
"1369","insertValue","2019-03-08T09:01:52.663Z","type","2","Web","complete",,,,,,
"1369","clickButton","2019-03-08T09:01:52.773Z","B1",,"Web","complete",,,,,,
"1369","insertValue","2019-03-08T09:01:56.852Z",,"4691","Excel","complete","B","35",,,,
"1369","goToUrl","2019-03-08T09:02:12.642Z",,,"Web","complete",,,"www.webpage2.com",,,
"1369","copy","2019-03-08T09:02:15.693Z","value2","value4691","Web","complete",,,,,,
"1369","paste","2019-03-08T09:02:18.414Z",,"vaue4691","Excel","complete","C","2",,,,
"1369","clickButton","2019-03-08T09:02:20.843Z","OK",,"Web","complete",,,,,,
"1370","insertValue","2019-03-08T09:02:30.843Z","name","name1558","Web","complete",,,,,,
"1370","insertValue","2019-03-08T09:02:41.763Z","surname","surname1558","Web","complete",,,,,,
"1370","insertValue","2019-03-08T09:02:54.535Z","age","25","Web","complete",,,,,,
"1370","insertValue","2019-03-08T09:03:03.489Z","type","1","Web","complete",,,,,,
